Symbol,tDate,Price
FITB,2021-12-20,40.899
FITB,2021-12-21,42.219
FITB,2021-12-22,42.408
FITB,2021-12-23,42.776
FITB,2021-12-27,43.401
FITB,2021-12-28,43.481
FITB,2021-12-29,43.6
FITB,2021-12-30,43.6
FLT,2021-12-16,216.39
FLT,2021-12-17,214.26
FLT,2021-12-20,211.2
FLT,2021-12-21,219.91
FLT,2021-12-22,222.79
FLT,2021-12-23,223.69
FLT,2021-12-27,223.13
FLT,2021-12-28,224.81
FLT,2021-12-29,225.82
FLT,2021-12-30,225.65
FMC,2021-12-16,104.461
FMC,2021-12-17,103.476
FMC,2021-12-20,101.745
FMC,2021-12-21,105.268
FMC,2021-12-22,106.979
FMC,2021-12-23,108.591
FMC,2021-12-27,108.422
FMC,2021-12-28,109.039
FMC,2021-12-29,108.87
FMC,2021-12-30,109.39
FOX,2021-12-16,34.32
FOX,2021-12-17,34.22
FOX,2021-12-20,33.82
FOX,2021-12-21,34.21
FOX,2021-12-22,34.13
FOX,2021-12-23,34.51
FOX,2021-12-27,34.62
FOX,2021-12-28,34.77
FOX,2021-12-29,34.38
FOX,2021-12-30,34.75
FOXA,2021-12-16,37.01
FOXA,2021-12-17,36.96
FOXA,2021-12-20,36.39
FOXA,2021-12-21,36.9
FOXA,2021-12-22,36.82
FOXA,2021-12-23,37.28
FOXA,2021-12-27,37.32
FOXA,2021-12-28,37.49
FOXA,2021-12-29,37.09
FOXA,2021-12-30,37.53
FRC,2021-12-16,204.57
FRC,2021-12-17,199.34
FRC,2021-12-20,196.19
FRC,2021-12-21,200.71
FRC,2021-12-22,201.92
FRC,2021-12-23,203.91
FRC,2021-12-27,207.29
FRC,2021-12-28,207.37
FRC,2021-12-29,206.93
FRC,2021-12-30,206.82
FRT,2021-12-16,127.18
FRT,2021-12-17,128.509
FRT,2021-12-20,126.624
FRT,2021-12-21,130.256
FRT,2021-12-22,131.536
FRT,2021-12-23,131.347
FRT,2021-12-27,133.56
FRT,2021-12-28,134.085
FRT,2021-12-29,134.969
FRT,2021-12-30,136.05
FTNT,2021-12-16,322.92
FTNT,2021-12-17,333.83
FTNT,2021-12-20,330.53
FTNT,2021-12-21,339.25
FTNT,2021-12-22,348.16
FTNT,2021-12-23,349.02
FTNT,2021-12-27,367.67
FTNT,2021-12-28,366.0
FTNT,2021-12-29,366.74
FTNT,2021-12-30,359.78
FTV,2021-12-16,75.34
FTV,2021-12-17,72.89
FTV,2021-12-20,71.5
FTV,2021-12-21,72.59
FTV,2021-12-22,72.65
FTV,2021-12-23,74.5
FTV,2021-12-27,75.37
FTV,2021-12-28,75.63
FTV,2021-12-29,75.81
FTV,2021-12-30,76.03
GD,2021-12-16,206.18
GD,2021-12-17,202.2
GD,2021-12-20,198.68
GD,2021-12-21,203.29
GD,2021-12-22,203.76
GD,2021-12-23,204.69
GD,2021-12-27,207.13
GD,2021-12-28,207.67
GD,2021-12-29,207.89
GD,2021-12-30,207.54
GE,2021-12-16,92.449
GE,2021-12-17,91.37
GE,2021-12-20,89.98
GE,2021-12-21,93.06
GE,2021-12-22,93.07
GE,2021-12-23,94.0
GE,2021-12-27,94.62
GE,2021-12-28,95.3
GE,2021-12-29,94.79
GE,2021-12-30,94.7
GILD,2021-12-16,72.31
GILD,2021-12-17,72.21
GILD,2021-12-20,72.47
GILD,2021-12-21,71.84
GILD,2021-12-22,72.43
GILD,2021-12-23,72.48
GILD,2021-12-27,72.87
GILD,2021-12-28,72.97
GILD,2021-12-29,73.64
GILD,2021-12-30,73.36
GIS,2021-12-16,68.86
GIS,2021-12-17,67.65
GIS,2021-12-20,67.79
GIS,2021-12-21,65.06
GIS,2021-12-22,65.7
GIS,2021-12-23,65.99
GIS,2021-12-27,66.06
GIS,2021-12-28,66.89
GIS,2021-12-29,67.02
GIS,2021-12-30,67.05
GL,2021-12-16,91.83
GL,2021-12-17,89.68
GL,2021-12-20,86.86
GL,2021-12-21,90.73
GL,2021-12-22,91.76
GL,2021-12-23,92.7
GL,2021-12-27,93.3
GL,2021-12-28,94.16
GL,2021-12-29,94.68
GL,2021-12-30,94.14
GLW,2021-12-16,37.1
GLW,2021-12-17,36.69
GLW,2021-12-20,36.1
GLW,2021-12-21,36.26
GLW,2021-12-22,36.38
GLW,2021-12-23,36.75
GLW,2021-12-27,37.37
GLW,2021-12-28,37.35
GLW,2021-12-29,37.51
GLW,2021-12-30,37.21
GM,2021-12-16,58.39
GM,2021-12-17,55.16
GM,2021-12-20,54.04
GM,2021-12-21,54.79
GM,2021-12-22,56.08
GM,2021-12-23,56.91
GM,2021-12-27,57.43
GM,2021-12-28,57.11
GM,2021-12-29,57.23
GM,2021-12-30,58.13
GNRC,2021-12-16,350.04
GNRC,2021-12-17,357.43
GNRC,2021-12-20,346.12
GNRC,2021-12-21,348.2
GNRC,2021-12-22,351.81
GNRC,2021-12-23,351.29
GNRC,2021-12-27,352.08
GNRC,2021-12-28,348.18
GNRC,2021-12-29,346.93
GNRC,2021-12-30,352.96
GOOG,2021-12-16,2896.77
GOOG,2021-12-17,2856.06
GOOG,2021-12-20,2848.03
GOOG,2021-12-21,2884.41
GOOG,2021-12-22,2938.98
GOOG,2021-12-23,2942.85
GOOG,2021-12-27,2961.28
GOOG,2021-12-28,2928.96
GOOG,2021-12-29,2930.09
GOOG,2021-12-30,2920.05
GOOGL,2021-12-16,2888.9
GOOGL,2021-12-17,2834.5
GOOGL,2021-12-20,2832.14
GOOGL,2021-12-21,2869.45
GOOGL,2021-12-22,2928.3
GOOGL,2021-12-23,2938.33
GOOGL,2021-12-27,2958.13
GOOGL,2021-12-28,2933.74
GOOGL,2021-12-29,2933.1
GOOGL,2021-12-30,2924.01
GPC,2021-12-16,136.01
GPC,2021-12-17,133.25
GPC,2021-12-20,131.36
GPC,2021-12-21,134.35
GPC,2021-12-22,135.25
GPC,2021-12-23,135.37
GPC,2021-12-27,137.71
GPC,2021-12-28,138.05
GPC,2021-12-29,139.6
GPC,2021-12-30,139.38
GPN,2021-12-16,126.88
GPN,2021-12-17,128.07
GPN,2021-12-20,123.67
GPN,2021-12-21,131.85
GPN,2021-12-22,134.84
GPN,2021-12-23,135.37
GPN,2021-12-27,133.54
GPN,2021-12-28,135.15
GPN,2021-12-29,134.24
GPN,2021-12-30,136.29
GPS,2021-12-16,16.47
GPS,2021-12-17,16.82
GPS,2021-12-20,16.69
GPS,2021-12-21,17.18
GPS,2021-12-22,17.19
GPS,2021-12-23,17.28
GPS,2021-12-27,17.54
GPS,2021-12-28,17.41
GPS,2021-12-29,17.65
GPS,2021-12-30,17.9
GRMN,2021-12-16,134.29
GRMN,2021-12-17,132.23
GRMN,2021-12-20,129.31
GRMN,2021-12-21,132.84
GRMN,2021-12-22,134.1
GRMN,2021-12-23,134.48
GRMN,2021-12-27,135.94
GRMN,2021-12-28,135.76
GRMN,2021-12-29,136.02
GRMN,2021-12-30,136.71
GS,2021-12-16,397.37
GS,2021-12-17,381.8
GS,2021-12-20,371.61
GS,2021-12-21,380.32
GS,2021-12-22,382.33
GS,2021-12-23,385.04
GS,2021-12-27,388.04
GS,2021-12-28,387.61
GS,2021-12-29,386.2
GS,2021-12-30,385.52
GWW,2021-12-16,508.33
GWW,2021-12-17,492.89
GWW,2021-12-20,489.33
GWW,2021-12-21,496.79
GWW,2021-12-22,499.17
GWW,2021-12-23,503.01
GWW,2021-12-27,516.15
GWW,2021-12-28,520.87
GWW,2021-12-29,525.39
GWW,2021-12-30,516.66
HAL,2021-12-16,22.56
HAL,2021-12-17,22.11
HAL,2021-12-20,21.8
HAL,2021-12-21,22.66
HAL,2021-12-22,22.73
HAL,2021-12-23,22.71
HAL,2021-12-27,23.17
HAL,2021-12-28,23.05
HAL,2021-12-29,22.94
HAL,2021-12-30,22.76
HAS,2021-12-16,101.24
HAS,2021-12-17,98.85
HAS,2021-12-20,95.97
HAS,2021-12-21,96.52
HAS,2021-12-22,96.62
HAS,2021-12-23,97.92
HAS,2021-12-27,99.33
HAS,2021-12-28,98.73
HAS,2021-12-29,99.51
HAS,2021-12-30,101.02
HBAN,2021-12-16,15.38
HBAN,2021-12-17,14.88
HBAN,2021-12-20,14.54
HBAN,2021-12-21,15.07
HBAN,2021-12-22,15.12
HBAN,2021-12-23,15.26
HBAN,2021-12-27,15.4
HBAN,2021-12-28,15.42
HBAN,2021-12-29,15.43
HBAN,2021-12-30,15.43
HBI,2021-12-16,16.81
HBI,2021-12-17,16.31
HBI,2021-12-20,15.66
HBI,2021-12-21,16.08
HBI,2021-12-22,16.15
HBI,2021-12-23,16.21
HBI,2021-12-27,16.56
HBI,2021-12-28,16.55
HBI,2021-12-29,16.82
HBI,2021-12-30,16.8
HCA,2021-12-16,253.98
HCA,2021-12-17,253.79
HCA,2021-12-20,245.62
HCA,2021-12-21,247.03
HCA,2021-12-22,252.07
HCA,2021-12-23,252.05
HCA,2021-12-27,253.77
HCA,2021-12-28,256.76
HCA,2021-12-29,258.49
HCA,2021-12-30,258.11
HD,2021-12-16,399.53
HD,2021-12-17,387.98
HD,2021-12-20,389.4
HD,2021-12-21,390.47
HD,2021-12-22,395.64
HD,2021-12-23,397.07
HD,2021-12-27,404.09
HD,2021-12-28,406.22
HD,2021-12-29,410.84
HD,2021-12-30,409.94
HES,2021-12-16,75.63
HES,2021-12-17,71.62
HES,2021-12-20,71.18
HES,2021-12-21,74.5
HES,2021-12-22,74.11
HES,2021-12-23,73.49
HES,2021-12-27,75.61
HES,2021-12-28,75.28
HES,2021-12-29,74.67
HES,2021-12-30,73.96
HIG,2021-12-16,69.1
HIG,2021-12-17,67.7
HIG,2021-12-20,66.1
HIG,2021-12-21,67.54
HIG,2021-12-22,67.63
HIG,2021-12-23,68.27
HIG,2021-12-27,68.84
HIG,2021-12-28,69.14
HIG,2021-12-29,69.57
HIG,2021-12-30,69.12
HII,2021-12-16,188.73
HII,2021-12-17,184.11
HII,2021-12-20,179.58
HII,2021-12-21,183.14
HII,2021-12-22,180.34
HII,2021-12-23,182.21
HII,2021-12-27,184.18
HII,2021-12-28,186.28
HII,2021-12-29,185.48
HII,2021-12-30,185.23
HLT,2021-12-16,139.0
HLT,2021-12-17,140.94
HLT,2021-12-20,140.37
HLT,2021-12-21,148.55
HLT,2021-12-22,152.74
HLT,2021-12-23,154.71
HLT,2021-12-27,155.29
HLT,2021-12-28,155.02
HLT,2021-12-29,155.37
HLT,2021-12-30,154.98
HOLX,2021-12-16,77.92
HOLX,2021-12-17,77.71
HOLX,2021-12-20,77.18
HOLX,2021-12-21,76.14
HOLX,2021-12-22,77.22
HOLX,2021-12-23,76.12
HOLX,2021-12-27,76.85
HOLX,2021-12-28,75.21
HOLX,2021-12-29,75.09
HOLX,2021-12-30,76.62
HON,2021-12-16,209.61
HON,2021-12-17,205.17
HON,2021-12-20,199.85
HON,2021-12-21,201.67
HON,2021-12-22,201.84
HON,2021-12-23,205.22
HON,2021-12-27,206.43
HON,2021-12-28,207.05
HON,2021-12-29,207.53
HON,2021-12-30,207.11
HPE,2021-12-16,14.95
HPE,2021-12-17,15.08
HPE,2021-12-20,14.85
HPE,2021-12-21,15.42
HPE,2021-12-22,15.55
HPE,2021-12-23,15.76
HPE,2021-12-27,15.92
HPE,2021-12-28,15.97
HPE,2021-12-29,16.07
HPE,2021-12-30,15.89
HPQ,2021-12-16,36.7
HPQ,2021-12-17,36.57
HPQ,2021-12-20,36.13
HPQ,2021-12-21,37.02
HPQ,2021-12-22,37.28
HPQ,2021-12-23,37.65
HPQ,2021-12-27,38.1
HPQ,2021-12-28,37.95
HPQ,2021-12-29,37.98
HPQ,2021-12-30,37.75
HRL,2021-12-16,49.19
HRL,2021-12-17,48.17
HRL,2021-12-20,48.47
HRL,2021-12-21,47.51
HRL,2021-12-22,47.7
HRL,2021-12-23,47.77
HRL,2021-12-27,47.98
HRL,2021-12-28,48.43
HRL,2021-12-29,48.53
HRL,2021-12-30,48.57
HSIC,2021-12-16,73.63
HSIC,2021-12-17,73.75
HSIC,2021-12-20,72.88
HSIC,2021-12-21,72.96
HSIC,2021-12-22,74.33
HSIC,2021-12-23,74.93
HSIC,2021-12-27,76.24
HSIC,2021-12-28,76.87
HSIC,2021-12-29,78.06
HSIC,2021-12-30,77.95
HST,2021-12-16,15.47
HST,2021-12-17,15.71
HST,2021-12-20,15.49
HST,2021-12-21,16.86
HST,2021-12-22,17.21
HST,2021-12-23,17.35
HST,2021-12-27,17.48
HST,2021-12-28,17.48
HST,2021-12-29,17.48
HST,2021-12-30,17.55
HSY,2021-12-16,192.13
HSY,2021-12-17,187.62
HSY,2021-12-20,187.79
HSY,2021-12-21,187.33
HSY,2021-12-22,188.87
HSY,2021-12-23,188.46
HSY,2021-12-27,189.88
HSY,2021-12-28,190.97
HSY,2021-12-29,191.82
HSY,2021-12-30,191.27
HUM,2021-12-16,456.787
HUM,2021-12-17,452.653
HUM,2021-12-20,450.427
HUM,2021-12-21,449.468
HUM,2021-12-22,455.359
HUM,2021-12-23,459.853
HUM,2021-12-27,463.537
HUM,2021-12-28,465.804
HUM,2021-12-29,468.32
HUM,2021-12-30,466.28
HWM,2021-12-16,29.48
HWM,2021-12-17,29.96
HWM,2021-12-20,29.26
HWM,2021-12-21,30.59
HWM,2021-12-22,30.3
HWM,2021-12-23,31.13
HWM,2021-12-27,31.35
HWM,2021-12-28,31.64
HWM,2021-12-29,31.63
HWM,2021-12-30,31.64
IBM,2021-12-16,125.93
IBM,2021-12-17,127.4
IBM,2021-12-20,127.06
IBM,2021-12-21,128.97
IBM,2021-12-22,129.75
IBM,2021-12-23,130.63
IBM,2021-12-27,131.62
IBM,2021-12-28,132.63
IBM,2021-12-29,133.35
IBM,2021-12-30,133.91
ICE,2021-12-16,135.99
ICE,2021-12-17,133.38
ICE,2021-12-20,132.56
ICE,2021-12-21,134.06
ICE,2021-12-22,135.24
ICE,2021-12-23,135.84
ICE,2021-12-27,137.75
ICE,2021-12-28,137.63
ICE,2021-12-29,137.24
ICE,2021-12-30,136.78
IDXX,2021-12-16,607.56
IDXX,2021-12-17,616.88
IDXX,2021-12-20,604.11
IDXX,2021-12-21,624.06
IDXX,2021-12-22,640.03
IDXX,2021-12-23,645.02
IDXX,2021-12-27,654.84
IDXX,2021-12-28,651.28
IDXX,2021-12-29,655.69
IDXX,2021-12-30,661.32
IEX,2021-12-16,239.5
IEX,2021-12-17,228.73
IEX,2021-12-20,223.49
IEX,2021-12-21,228.46
IEX,2021-12-22,229.05
IEX,2021-12-23,230.64
IEX,2021-12-27,233.62
IEX,2021-12-28,234.97
IEX,2021-12-29,235.83
IEX,2021-12-30,235.43
IFF,2021-12-16,145.104
IFF,2021-12-17,143.633
IFF,2021-12-20,141.504
IFF,2021-12-21,141.902
IFF,2021-12-22,141.435
IFF,2021-12-23,142.3
IFF,2021-12-27,145.21
IFF,2021-12-28,147.44
IFF,2021-12-29,148.99
IFF,2021-12-30,148.56
ILMN,2021-12-16,378.87
ILMN,2021-12-17,384.92
ILMN,2021-12-20,374.2
ILMN,2021-12-21,379.46
ILMN,2021-12-22,378.8
ILMN,2021-12-23,382.29
ILMN,2021-12-27,384.66
ILMN,2021-12-28,380.07
ILMN,2021-12-29,377.85
ILMN,2021-12-30,384.24
INCY,2021-12-16,72.0
INCY,2021-12-17,72.89
INCY,2021-12-20,73.45
INCY,2021-12-21,73.68
INCY,2021-12-22,73.37
INCY,2021-12-23,73.47
INCY,2021-12-27,73.98
INCY,2021-12-28,73.3
INCY,2021-12-29,73.79
INCY,2021-12-30,74.11
INFO,2021-12-16,133.79
INFO,2021-12-17,131.22
INFO,2021-12-20,129.06
INFO,2021-12-21,131.94
INFO,2021-12-22,132.75
INFO,2021-12-23,132.9
INFO,2021-12-27,134.57
INFO,2021-12-28,133.31
INFO,2021-12-29,133.44
INFO,2021-12-30,132.33
INTC,2021-12-16,50.83
INTC,2021-12-17,50.62
INTC,2021-12-20,49.6
INTC,2021-12-21,50.77
INTC,2021-12-22,50.97
INTC,2021-12-23,51.31
INTC,2021-12-27,51.94
INTC,2021-12-28,51.76
INTC,2021-12-29,51.83
INTC,2021-12-30,51.74
INTU,2021-12-16,633.96
INTU,2021-12-17,620.27
INTU,2021-12-20,604.63
INTU,2021-12-21,621.07
INTU,2021-12-22,631.66
INTU,2021-12-23,635.71
INTU,2021-12-27,652.77
INTU,2021-12-28,649.78
INTU,2021-12-29,648.03
INTU,2021-12-30,643.36
IP,2021-12-16,47.01
IP,2021-12-17,45.84
IP,2021-12-20,44.57
IP,2021-12-21,45.32
IP,2021-12-22,45.27
IP,2021-12-23,45.84
IP,2021-12-27,46.33
IP,2021-12-28,46.67
IP,2021-12-29,46.72
IP,2021-12-30,46.68
IPG,2021-12-16,36.62
IPG,2021-12-17,36.71
IPG,2021-12-20,35.52
IPG,2021-12-21,36.95
IPG,2021-12-22,36.69
IPG,2021-12-23,36.85
IPG,2021-12-27,37.89
IPG,2021-12-28,37.84
IPG,2021-12-29,37.78
IPG,2021-12-30,37.77
IPGP,2021-12-16,165.18
IPGP,2021-12-17,165.77
IPGP,2021-12-20,162.65
IPGP,2021-12-21,167.39
IPGP,2021-12-22,167.41
IPGP,2021-12-23,168.9
IPGP,2021-12-27,171.91
IPGP,2021-12-28,170.87
IPGP,2021-12-29,172.52
IPGP,2021-12-30,172.27
IQV,2021-12-16,266.45
IQV,2021-12-17,267.43
IQV,2021-12-20,264.88
IQV,2021-12-21,268.63
IQV,2021-12-22,276.76
IQV,2021-12-23,278.01
IQV,2021-12-27,282.06
IQV,2021-12-28,280.61
IQV,2021-12-29,282.24
IQV,2021-12-30,282.61
IR,2021-12-16,59.42
IR,2021-12-17,58.22
IR,2021-12-20,57.87
IR,2021-12-21,59.17
IR,2021-12-22,58.74
IR,2021-12-23,59.74
IR,2021-12-27,61.21
IR,2021-12-28,61.37
IR,2021-12-29,61.4
IR,2021-12-30,61.25
IRM,2021-12-16,50.7
IRM,2021-12-17,51.25
IRM,2021-12-20,50.95
IRM,2021-12-21,51.51
IRM,2021-12-22,51.63
IRM,2021-12-23,51.3
IRM,2021-12-27,52.49
IRM,2021-12-28,52.77
IRM,2021-12-29,52.76
IRM,2021-12-30,52.54
ISRG,2021-12-16,334.53
ISRG,2021-12-17,337.4
ISRG,2021-12-20,332.11
ISRG,2021-12-21,348.09
ISRG,2021-12-22,362.21
ISRG,2021-12-23,363.94
ISRG,2021-12-27,364.58
ISRG,2021-12-28,364.54
ISRG,2021-12-29,365.27
ISRG,2021-12-30,363.3
IT,2021-12-16,326.6
IT,2021-12-17,320.07
IT,2021-12-20,308.71
IT,2021-12-21,316.24
IT,2021-12-22,324.66
IT,2021-12-23,325.53
IT,2021-12-27,335.58
IT,2021-12-28,332.84
IT,2021-12-29,336.3
IT,2021-12-30,332.8
ITW,2021-12-16,244.178
ITW,2021-12-17,237.004
ITW,2021-12-20,234.397
ITW,2021-12-21,235.521
ITW,2021-12-22,236.566
ITW,2021-12-23,239.312
ITW,2021-12-27,242.526
ITW,2021-12-28,244.497
ITW,2021-12-29,245.85
ITW,2021-12-30,245.41
IVZ,2021-12-16,22.71
IVZ,2021-12-17,22.61
IVZ,2021-12-20,21.76
IVZ,2021-12-21,22.74
IVZ,2021-12-22,22.8
IVZ,2021-12-23,23.34
IVZ,2021-12-27,23.55
IVZ,2021-12-28,23.53
IVZ,2021-12-29,23.36
IVZ,2021-12-30,23.21
J,2021-12-16,138.17
J,2021-12-17,135.53
J,2021-12-20,132.83
J,2021-12-21,134.24
J,2021-12-22,134.59
J,2021-12-23,137.35
J,2021-12-27,138.98
J,2021-12-28,140.2
J,2021-12-29,138.25
J,2021-12-30,138.83
JBHT,2021-12-16,196.53
JBHT,2021-12-17,192.1
JBHT,2021-12-20,190.77
JBHT,2021-12-21,194.95
JBHT,2021-12-22,194.84
JBHT,2021-12-23,197.23
JBHT,2021-12-27,203.14
JBHT,2021-12-28,203.79
JBHT,2021-12-29,205.75
JBHT,2021-12-30,203.73
JCI,2021-12-16,78.76
JCI,2021-12-17,77.05
JCI,2021-12-20,75.94
JCI,2021-12-21,77.17
JCI,2021-12-22,77.67
JCI,2021-12-23,78.11
JCI,2021-12-27,79.74
JCI,2021-12-28,80.39
JCI,2021-12-29,80.99
JCI,2021-12-30,81.0
JKHY,2021-12-16,165.1
JKHY,2021-12-17,164.24
JKHY,2021-12-20,162.99
JKHY,2021-12-21,165.02
JKHY,2021-12-22,165.83
JKHY,2021-12-23,165.43
JKHY,2021-12-27,165.55
JKHY,2021-12-28,167.38
JKHY,2021-12-29,167.84
JKHY,2021-12-30,167.72
JNJ,2021-12-16,173.01
JNJ,2021-12-17,168.23
JNJ,2021-12-20,167.75
JNJ,2021-12-21,167.21
JNJ,2021-12-22,167.93
JNJ,2021-12-23,168.25
JNJ,2021-12-27,169.67
JNJ,2021-12-28,170.35
JNJ,2021-12-29,171.55
JNJ,2021-12-30,172.31
JNPR,2021-12-16,33.47
JNPR,2021-12-17,33.64
JNPR,2021-12-20,33.16
JNPR,2021-12-21,33.6
JNPR,2021-12-22,33.84
JNPR,2021-12-23,34.13
JNPR,2021-12-27,35.11
JNPR,2021-12-28,35.43
JNPR,2021-12-29,35.77
JNPR,2021-12-30,35.38
JPM,2021-12-16,160.41
JPM,2021-12-17,156.76
JPM,2021-12-20,153.94
JPM,2021-12-21,156.09
JPM,2021-12-22,156.7
JPM,2021-12-23,157.26
JPM,2021-12-27,158.16
JPM,2021-12-28,158.64
JPM,2021-12-29,158.56
JPM,2021-12-30,158.48
K,2021-12-16,65.78
K,2021-12-17,64.45
K,2021-12-20,64.37
K,2021-12-21,62.65
K,2021-12-22,62.78
K,2021-12-23,62.87
K,2021-12-27,63.26
K,2021-12-28,63.95
K,2021-12-29,63.89
K,2021-12-30,63.93
KEY,2021-12-16,23.32
KEY,2021-12-17,22.51
KEY,2021-12-20,22.07
KEY,2021-12-21,22.69
KEY,2021-12-22,22.66
KEY,2021-12-23,22.74
KEY,2021-12-27,23.09
KEY,2021-12-28,23.19
KEY,2021-12-29,23.3
KEY,2021-12-30,23.19
KEYS,2021-12-16,198.59
KEYS,2021-12-17,197.2
KEYS,2021-12-20,194.22
KEYS,2021-12-21,197.58
KEYS,2021-12-22,200.61
KEYS,2021-12-23,201.43
KEYS,2021-12-27,207.93
KEYS,2021-12-28,206.89
KEYS,2021-12-29,207.29
KEYS,2021-12-30,206.8
KHC,2021-12-16,36.0
KHC,2021-12-17,35.51
KHC,2021-12-20,35.27
KHC,2021-12-21,35.0
KHC,2021-12-22,35.11
KHC,2021-12-23,35.25
KHC,2021-12-27,35.43
KHC,2021-12-28,35.86
KHC,2021-12-29,35.81
KHC,2021-12-30,35.66
KIM,2021-12-16,22.75
KIM,2021-12-17,22.82
KIM,2021-12-20,22.25
KIM,2021-12-21,23.39
KIM,2021-12-22,23.55
KIM,2021-12-23,23.69
KIM,2021-12-27,24.03
KIM,2021-12-28,24.1
KIM,2021-12-29,24.25
KIM,2021-12-30,24.52
KLAC,2021-12-16,397.31
KLAC,2021-12-17,391.55
KLAC,2021-12-20,385.5
KLAC,2021-12-21,409.4
KLAC,2021-12-22,413.21
KLAC,2021-12-23,420.76
KLAC,2021-12-27,440.17
KLAC,2021-12-28,432.15
KLAC,2021-12-29,435.08
KLAC,2021-12-30,427.08
KMB,2021-12-16,141.82
KMB,2021-12-17,139.37
KMB,2021-12-20,141.3
KMB,2021-12-21,139.29
KMB,2021-12-22,139.22
KMB,2021-12-23,138.89
KMB,2021-12-27,139.8
KMB,2021-12-28,139.79
KMB,2021-12-29,141.07
KMB,2021-12-30,141.52
KMI,2021-12-16,15.86
KMI,2021-12-17,15.6
KMI,2021-12-20,15.24
KMI,2021-12-21,15.66
KMI,2021-12-22,15.57
KMI,2021-12-23,15.64
KMI,2021-12-27,15.82
KMI,2021-12-28,15.86
KMI,2021-12-29,15.83
KMI,2021-12-30,15.8
KMX,2021-12-16,137.4
KMX,2021-12-17,137.54
KMX,2021-12-20,131.75
KMX,2021-12-21,136.99
KMX,2021-12-22,127.87
KMX,2021-12-23,126.31
KMX,2021-12-27,127.49
KMX,2021-12-28,127.91
KMX,2021-12-29,127.54
KMX,2021-12-30,128.19
KO,2021-12-16,58.65
KO,2021-12-17,57.73
KO,2021-12-20,57.54
KO,2021-12-21,57.77
KO,2021-12-22,58.18
KO,2021-12-23,58.22
KO,2021-12-27,58.65
KO,2021-12-28,58.88
KO,2021-12-29,58.95
KO,2021-12-30,58.78
KR,2021-12-16,45.91
KR,2021-12-17,44.79
KR,2021-12-20,45.51
KR,2021-12-21,43.87
KR,2021-12-22,43.52
KR,2021-12-23,43.21
KR,2021-12-27,43.74
KR,2021-12-28,44.42
KR,2021-12-29,44.71
KR,2021-12-30,45.14
L,2021-12-16,57.91
L,2021-12-17,56.78
L,2021-12-20,55.58
L,2021-12-21,56.76
L,2021-12-22,56.76
L,2021-12-23,57.02
L,2021-12-27,57.72
L,2021-12-28,58.19
L,2021-12-29,58.17
L,2021-12-30,57.78
LDOS,2021-12-16,89.02
LDOS,2021-12-17,86.73
LDOS,2021-12-20,84.44
LDOS,2021-12-21,86.43
LDOS,2021-12-22,86.41
LDOS,2021-12-23,87.35
LDOS,2021-12-27,87.87
LDOS,2021-12-28,88.26
LDOS,2021-12-29,88.36
LDOS,2021-12-30,88.86
LEG,2021-12-16,41.33
LEG,2021-12-17,38.03
LEG,2021-12-20,38.0
LEG,2021-12-21,38.39
LEG,2021-12-22,39.46
LEG,2021-12-23,39.57
LEG,2021-12-27,39.93
LEG,2021-12-28,40.36
LEG,2021-12-29,40.71
LEG,2021-12-30,40.69
LEN,2021-12-16,108.46
LEN,2021-12-17,105.84
LEN,2021-12-20,105.81
LEN,2021-12-21,108.72
LEN,2021-12-22,112.35
LEN,2021-12-23,112.05
LEN,2021-12-27,113.47
LEN,2021-12-28,114.5
LEN,2021-12-29,116.1
LEN,2021-12-30,115.25
LH,2021-12-16,310.13
LH,2021-12-17,307.92
LH,2021-12-20,309.41
LH,2021-12-21,302.59
LH,2021-12-22,304.22
LH,2021-12-23,301.91
LH,2021-12-27,306.81
LH,2021-12-28,307.0
LH,2021-12-29,308.67
LH,2021-12-30,313.34
LHX,2021-12-16,210.76
LHX,2021-12-17,207.93
LHX,2021-12-20,202.02
LHX,2021-12-21,207.13
LHX,2021-12-22,206.75
LHX,2021-12-23,208.26
LHX,2021-12-27,210.33
LHX,2021-12-28,212.16
LHX,2021-12-29,212.37
LHX,2021-12-30,212.94
LIN,2021-12-16,340.01
LIN,2021-12-17,333.83
LIN,2021-12-20,330.32
LIN,2021-12-21,332.89
LIN,2021-12-22,335.35
LIN,2021-12-23,339.17
LIN,2021-12-27,343.42
LIN,2021-12-28,343.79
LIN,2021-12-29,345.4
LIN,2021-12-30,344.33
LKQ,2021-12-16,56.69
LKQ,2021-12-17,55.73
LKQ,2021-12-20,55.26
LKQ,2021-12-21,56.85
LKQ,2021-12-22,57.28
LKQ,2021-12-23,57.73
LKQ,2021-12-27,58.63
LKQ,2021-12-28,58.81
LKQ,2021-12-29,59.31
LKQ,2021-12-30,59.34
LLY,2021-12-16,279.04
LLY,2021-12-17,267.42
LLY,2021-12-20,263.48
LLY,2021-12-21,264.88
LLY,2021-12-22,266.5
LLY,2021-12-23,273.1
LLY,2021-12-27,278.41
LLY,2021-12-28,276.43
LLY,2021-12-29,278.42
LLY,2021-12-30,277.25
LMT,2021-12-16,344.84
LMT,2021-12-17,344.14
LMT,2021-12-20,337.42
LMT,2021-12-21,340.77
LMT,2021-12-22,343.14
LMT,2021-12-23,347.02
LMT,2021-12-27,350.28
LMT,2021-12-28,353.75
LMT,2021-12-29,354.27
LMT,2021-12-30,353.58
LNC,2021-12-16,67.17
